#article,editor
14229,17814
14229,5200
14229,535
14229,10021
14229,143235
14229,336998
14229,19716
14229,183218
14229,5019
14229,4391
740107,13100
740107,1982
740107,1849335
740107,16949
740107,535603
2872825,21537
2872825,1247
2872825,148459
2872825,5921
2872825,259558
2872825,8423
2872825,34458
2872825,18176
301775,112314
301775,76027
301775,61039
301775,185430
301775,83577
301775,476061
17157886,21594
17157886,2768
17157886,73677
17157886,35218
17157886,77363
931216,243709
931216,292653
215566,22187
215566,2768
215566,532896
215566,7983111
574076,3500792
574076,84269
574076,10368245
574076,127703
574076,430262
574076,46984
574076,8645626
23041,131214
23041,950817
23041,2977278
23041,1955116
23041,234716
23041,83217
23041,260814
23041,4336
25613,118159
25613,1943
25613,2415
4913064,180
4913064,138752
4913064,56588
4913064,609
4913064,33265
424778,369187
424778,175775
424778,2768
5058739,1986615
5058739,82681
5058739,16884
5058739,71791
2190438,9532
2190438,577393
2190438,6179
2190438,85297
2190438,144294
2190438,17671518
2190438,4551
2190438,16611
2190438,20522
2190438,590601
2190438,22187
2190438,1363528
2190438,7412906
630463,185430
630463,11318
630463,44630
630463,23905
630463,6396
630463,22869
630463,175775
164910,2902887
164910,44533
164910,18441
164910,8664
164910,43850
17782843,149842
17782843,399904
17782843,2782692
17782843,18001
17782843,4551
17782843,6404
17782843,2672153
17782843,112276
17782843,6500
17782843,377001
17782843,400221
13187026,548609
13187026,84752
13187026,6661
13187026,118556
13187026,7050861
13187026,3778905
3337980,1176462
3337980,2535468
3337980,29077
3337980,396099
3337980,1103295
3337980,594672
13774,367699
13774,19749
13774,139314
13774,52159
13774,4915
13774,31958
13774,9443
1439517,7836013
1439517,5814800
1439517,44029
1439517,44953
1439517,44787
1439517,816029
1439517,8664
1439517,43850
19379,92483
19379,9308
19379,133307
19379,58850
19379,615
19379,57399
6341469,7217
6341469,304883
6341469,464141
6341469,275391
6341469,935611
6341469,488065
6341469,7353
6341469,183304
6341469,1555298
6341469,3095
6341469,305087
6341469,3127
702579,6179
702579,144294
702579,84752
149286,291180
149286,1706732
149286,407668
727836,160561
727836,272421
727836,17522
727836,230250
727836,112162
31056,4744663
31056,27382
31056,92533
31056,1807671
31341,310456
31341,778
31341,63468
31341,74846
31341,636489
286369,24545
286369,3828044
286369,362173
286369,294712
286369,16692
286369,6412
286369,2768
286369,14872
286369,14733
286369,1252585
286369,275792
18836,2098
18836,2768
18836,33345
18836,8767
18836,6999
18836,13942
18836,35597
18836,56857
11250,387100
11250,2003
11250,323572
11250,30100
11250,128297
11250,10100
11250,179638
19318,18794
19318,895956
19318,21591
19318,120411
3301347,4018
12153654,111675
12153654,127841
12153654,45871
12153654,140999
12153654,86243
12153654,6357
228211,2204
228211,39659
228211,25040
68198,1902845
68198,90452
68198,114274
68198,30575
68198,220499
68198,172615
68198,4651
17414699,124974
17414699,70011
17414699,2198673
17414699,124263
17414699,124207
17414699,83428
6654,2768
6654,1057371
6654,1982
6654,22097
6654,27326
6654,387923
6654,125276
12284930,1123174
12284930,812282
12284930,425996
12284930,1312
12284930,2563
12284930,115670
205522,566541
205522,112580
205522,151291
205522,115918
205522,233522
205522,102872
205522,491097
205522,7358
205522,39355
205522,15088
205522,109212
205522,4944
621119,99103
621119,6305
621119,2625
621119,6952
621119,74623
621119,2674
621119,60881
621119,6576
621119,21433
621119,629
621119,2142720
621119,6124
621119,2968
621119,44498
621119,332
621119,7015
621119,2798
621119,14450
621119,2528
621119,2796
621119,3038
621119,16787450
621119,12559
621119,2727
621119,2563
22015,33663
22015,51940
22015,10112
22015,50080
19848420,327081
19848420,2629788
19848420,233977
19848420,2768
19848420,12462894
19848420,24703876
19848420,262603
19848420,27931
19848420,238927
19848420,221723
19848420,2635984
187749,2768
187749,2973
187749,29831
187749,33821
187749,28214
187749,125613
187749,18794
231475,1206
231475,1312
231475,1034328
231475,280234
231475,3305290
77880,280702
77880,58175
77880,2003
77880,7768967
77880,16817
9313589,144294
9313589,578017
9313589,2768
9313589,118556
9313589,11487
154549,22368
154549,40968
154549,2768
154549,233612
154549,485440
154549,178784
2426650,535634
2426650,4915
2426650,18230667
2426650,14225787
2426650,491065
2426650,24262688
2426650,24262179
2426650,21503613
2426650,23386860
2426650,295522
2426650,535402
2426650,210185
2426650,35778
9228,5259
9228,6287
9228,6695
5042706,357528
5042706,182
5042706,357633
5042706,434734
5042706,14679
5042706,57399
306325,61039
306325,185430
306325,369187
306325,76027
306325,94047
306325,53687
8569916,47377
8569916,30916
8569916,392049
8569916,27810
8569916,8066
8569916,32596
29798,2476947
29798,110276
29798,295630
29798,124983
29798,2768
29798,69585
29798,305087
29798,53170
856,17567
856,80094
2174,114274
2174,407317
2174,21764
853212,15506
853212,3486482
853212,1113510
853212,112543
853212,343891
853212,1908
1097993,1312
1097993,6404
1097993,16898
1097993,19262
1097993,21928
1097993,735
1097993,83345
1097993,11971
1097993,51870
1097993,176531
1097993,73677
19189,2397768
19189,92641
19189,25670
19189,24300
19189,29396
19189,644719
19189,7143
13855,191519
13855,29732
13855,2768
13855,190820
13855,275792
187586,839042
187586,97443
187586,568704
11983070,23508
11983070,2768
11983070,2835
11983070,463308
11983070,2204
68253,77563
68253,1167181
68253,532436
68253,65607
68253,7438
68253,28447
68253,1159
68253,30463
68253,1174
68253,46598
68253,576
68253,45441
68253,28102
68253,30132
31509,138432
31509,1136343
31509,634251
31509,74846
31509,18297
31509,2768
31509,141683
31509,476415
31509,29132
31509,548618
31509,946757
10577,99068
10577,55697
10577,1622338
10577,63210
10577,2661
10577,55517
8841749,390237
8841749,172231
8841749,2768
8841749,51870
8841749,204550
8841749,17567
8841749,80094
9087364,91003
9087364,2501
9087364,157765
9087364,93200
9087364,93203
9087364,320153
9087364,422484
9087364,107011
9087364,21549
9087364,334789
4349459,33776
4349459,322660
4349459,31019
4349459,119671
4349459,445084
4349459,44751
4349459,53131
3415,30132
3415,134918
3415,217025
3415,93544
3415,30046
3415,70056
3415,95185
16100029,18441
16100029,43850
16100029,44029
16100029,45065
16100029,543231
16100029,83225
27936,164208
27936,1982
27936,72031
27936,141683
27936,158098
27936,103808
27936,164004
27936,29132
5489,490082
5489,186697
5489,46542
5489,6493
5489,424072
5489,21919
5489,23173
18110,9443
18110,4944
18110,3764
18110,914
18110,17807
18110,164975
18110,7353
21231,13772
21231,12950
21231,821514
21231,70101
21231,164223
21231,161430
23037,21561
23037,36230
23037,39902
23037,164223
23037,2415
23037,894404
23037,8781
23037,90418
32817,6350
32817,46238
32817,72448
32817,25840
32817,26644
32817,18148
32817,1392558
32817,297360
32817,160067
32817,37818
13623554,39902
13623554,825846
13623554,22663
13623554,211892
13623554,6079
13623554,18152
13623554,771670
165507,10073795
165507,77556
165507,828017
165507,2166
165507,137543
165507,11026
32070,2589
32070,16928
32070,9308
220160,114274
220160,16880
13763276,69814
13763276,18413
13763276,101207
13763276,727058
13763276,115670
13763276,1435
13763276,31281
13763276,122159
13763276,689781
45324,17923
45324,272421
45324,203254
45324,230250
45324,17522
91155,260231
91155,2768
91155,35079
91155,114274
91155,406470
91155,227425
11659694,146998
11659694,21365854
11659694,11415226
11659694,3812642
11659694,16692
11659694,47270
11659694,431285
11659694,29740
11659694,5203110
11659694,232509
11659694,330101
11659694,8568
11659694,24035
11659694,819598
11659694,364810
11659694,184661
11659694,7062689
1170565,2768
1170565,65128
1170565,99856
7765099,115918
7765099,97283
7765099,47499
7765099,186541
7765099,1324437
7765099,90045
7529378,9475
7529378,1321203
7529378,17704
11983273,177524
11983273,15338324
11983273,96742
11983273,151868
11983273,333847
11983273,13012448
11983273,22187
11983273,334706
11983273,333697
4099353,221723
4099353,207632
4099353,1919609
4099353,2672183
4429395,15282
4429395,919221
4429395,3010144
23440,71591
23440,3736398
23440,3736251
23440,30743
23440,9024
23440,189439
23440,2398111
23440,3735842
23440,75555
23440,178699
497525,60677
497525,431790
497525,18082
497525,165219
497525,341833
57802,405749
57802,407335
57802,820726
57802,2035030
57802,2198014
57802,114274
57802,1276791
11867,90677
11867,23155
11867,207349
11867,68523
11867,1607213
11867,565309
11867,24505
11867,341140
11867,83483
11867,127733
11995813,115903
11995813,7431
11995813,3495573
11995813,349455
11995813,13100
11995813,116308
11995813,1849335
11995813,56894
11995813,16949
14653,98332
14653,465497
14653,55406
14653,724893
14653,412272
14653,1106677
14653,18848
14653,611878
14653,1685527
14653,194364
937472,3325672
937472,2173248
937472,29077
937472,2173165
937472,16949
937472,175853
17867,326989
17867,1248285
17867,121458
17867,98611
17867,5138
12,1393
12,1878
12,1615
12,877
12,158
12,163
12,1130
12,1470
12,371
12,995
12,1777
12,2498
12,557
12,420
1342873,56790
1342873,8403
1342873,334651
42142305,448144
42142305,66769
42142305,6448
42142305,1581493
42142305,57124
42142305,84952
42142305,291213
42142305,66921
42142305,587859
42142305,92503
42142305,11463
20455,16053
20455,19164
20455,18281
20455,5114
20455,387923
20455,150926
20455,24640
20455,16880
20455,18097
211583,5963
211583,2768
211583,491435
211583,146770
211583,508369
211583,20936
166202,1211194
166202,512223
166202,75333
166202,825936
166202,402677
166202,2415
166202,277553
166202,692420
166202,356359
166202,6493
438022,149406
438022,56201
438022,33062
438022,42233
438022,116455
42173,1898724
42173,1872399
42173,141105
42173,491480
42173,1285335
42173,256985
42173,114274
42173,10100
42173,994306
20595373,254865
20595373,1533939
20595373,10400163
20595373,10400182
20595373,112640
332400,1536050
332400,863294
332400,81363
332400,811691
332400,69899
332400,4491683
332400,7329
332400,403614
609825,1707438
609825,1706732
609825,890890
609825,6924461
609825,1707463
2898752,1352637
2898752,2163419
2898752,1346101
2898752,944989
2898752,4491683
2898752,112775
32851,383
32851,453
32591,22004
32591,5798
32591,59371
32591,211796
32591,20398
32591,36348
32591,615
32591,3127
32374,77637
32374,2973
32374,2768
32374,47871
32374,53131
32374,28330
884607,567111
884607,1917017
884607,9546846
884607,2517457
884607,326967
13425800,5046409
13425800,348536
13425800,403838
13425800,193881
27862,200967
27862,3562
27862,127841
27862,51079
27862,55666
27862,11487
27862,200254
34071,77118
34071,957365
34071,576384
34071,577316
34071,3127
34071,403796
34071,5095718
34071,366698
13275,313465
13275,2199837
13275,84347
13275,123683
13275,77379
13275,383421
13275,125606
13275,313487
13275,20823
39027,137154
39027,722199
39027,477791
39027,326079
863,15066
863,16646
863,18201
863,6412
863,9308
863,17832
454401,2106865
454401,1282992
454401,6396
454401,138820
454401,1905237
454401,476866
454401,39121
454401,180991
454401,185430
454401,44630
7515928,2973
7515928,268580
7515928,2768
7515928,29549
249623,514
249623,25541
249623,164182
249623,116829
249623,1887504
249623,55025
249623,90831
16772,169043
16772,82925
16772,6233
16772,134863
16772,1351
16772,824599
16043,312318
16043,5963
16043,15124
16043,33241
16043,46644
16043,40212
16043,68523
16043,518990
16043,28883
16043,4585
16043,17775
33158,1982
33158,2768
613534,28563
613534,411367
613534,33184
613534,16701164
613534,2726
613534,35185
613534,177524
613534,334651
10682197,1401753
10682197,15487880
10682197,9361653
10682197,325869
10682197,1718481
10682197,1007610
19568112,2464
19568112,53703
19568112,1982
19568112,546663
19568112,56856
879605,10385204
879605,7239790
879605,29833
879605,17801
879605,2022031
16707,164223
16707,12950
16707,2593
16707,161430
36164,77665
36164,4585
13373,2973
13373,2768
13373,6079
13373,985782
13373,10881
13373,30990
1778716,1982
1778716,3127
1778716,16611
990655,21577
990655,2563
990655,8204048
990655,4970189
990655,19106529
990655,441579
990655,225135
990655,8203979
990655,284946
990655,287207
990655,2027611
9358672,1261484
9358672,48893
9358672,14533
9358672,50080
9358672,568458
9358672,17560
4269567,903937
4269567,502034
4269567,57231
4269567,199054
77808,118556
77808,170211
77808,37677
77808,2371824
77808,178784
682482,2537
682482,4391
682482,7007
682482,7349
682482,32596
682482,136
1092923,4602
1092923,15572
1092923,104215
1092923,4944
205565,2653525
205565,9940
20653,2835
20653,510460
20653,479133
20653,66533
20653,54990
20653,87131
20653,39252
20653,1044169
15043,67379
15043,6085
15043,17761
15043,446752
15043,68293
15043,66046
64976,800073
64976,18116
64976,87721
64976,6447
64976,230821
64976,8795
64976,448970
64976,162264
64976,3108
1328236,4750
1328236,7014
1328236,6553
1328236,21919
1328236,17400
1328236,7135
34059,144549
34059,268430
34059,749500
34059,173169
34059,106781
34059,106767
34059,37692
34059,9308
5043544,16913
5043544,52164
5043544,16684
5043544,1222
5043544,9308
5043544,30714
5043544,16928
1205872,798767
1205872,1908
1205872,450827
1205872,1663
1205872,139753
1597099,21755
1597099,2052034
1597099,2051735
1597099,43464
1597099,2051000
1597099,57996
1597099,23547
1597099,464695
1597099,9321
665823,76027
665823,369187
665823,164151
665823,185430
665823,475966
665823,53687
32587,143
32587,22004
32587,32
32587,6476
32587,345868
32587,337614
32587,615
32587,275226
32587,18058
74813,1192679
74813,53055
74813,164039
74813,2810832
74813,7624
74813,22869
16894,577117
16894,45700
16894,1247
16894,577677
16894,577760
16894,33724
16894,21591
60070,590504
60070,164223
60070,575687
60070,1247
60070,590565
60070,575860
60070,377001
60070,399904
181173,98654
181173,4861
181173,817416
181173,472141
181173,47377
181173,29476
181173,131322
181173,24376
181173,8806
2453243,1082390
2453243,2620623
2453243,17969
2453243,1917748
2453243,49983
2453243,212303
2453243,262089
2453243,144294
2453243,330206
26748,2768
26748,46479
26748,2973
26748,4045
26748,2537
26748,6557
26748,90687
979542,4508297
979542,1287839
979542,14568115
979542,18300318
979542,227425
979542,407679
979542,1609350
979542,14567991
979542,449755
979542,407076
604727,6483
604727,104130
604727,2768
604727,199601
604727,8403
2236472,29024
2236472,253912
2236472,103808
5042765,33821
5042765,2537
5042765,136
80696,73066
80696,11684
80696,4338103
80696,590976
80696,18357
80696,1025573
80696,3891611
80696,148223
80696,17895
80696,1351772
356167,185430
356167,23248
356167,175775
9781722,274359
9781722,60123
9781722,1477462
11121,14733
11121,2589
11121,27671
11121,635754
11121,5495
11121,29627
339,26613
339,18152
339,24916
339,26570
339,14133
339,26664
339,25771
339,18998
339,26300
339,1777
339,26768
339,10962
13595,672370
13595,54856
13595,29476
13595,446846
13595,447801
13595,20318
13595,447832
13595,84877
13595,137372
13595,447518
47646,2498
47646,2768
47646,1044
47646,125613
47646,847891
47646,843034
47646,6476
108956,4750
108956,10921
108956,4944
108956,4516
108956,18197
34669,39440
34669,12236
34669,19469
34669,176316
34669,17633
34669,176082
16779,141194
16779,4445
16779,140825
16779,9308
16779,2292
16779,3653
19527,2768
19527,3124
19527,18152
19527,99921
19527,1597
1745270,109151
1745270,172633
1745270,34304
1745270,422075
1745270,4623
1745270,210185
1216,224951
1216,2768
1216,125667
1216,225175
1216,5963
1216,225390
1216,6395
1216,111224
30535,21674
30535,6500
30535,18070
30535,9308
30535,17552
3391396,116999
3391396,117523
3391396,1530
3391396,98979
3391396,117079
3391396,111224
3391396,5963
3391396,117038
3391396,117015
3391396,9074
3391396,116987
3391396,4585
23243880,7482
4294,46249
4294,46829
4294,197307
4294,2946
4294,1358
4294,731784
4294,14133
4294,731729
4294,62654
4294,46447
4294,218359
4294,84738
426208,37343
426208,72129
426208,986082
426208,104209
426208,18299
426208,188564
426208,18357
426208,18148
426208,102013
20878980,11389762
20878980,2140479
20878980,2793
20878980,1381077
20878980,8010741
26743,2768
26743,2098
26743,49024
26743,90703
26743,275108
26743,41622
26743,464232
26743,714814
26743,27418
966943,61333
966943,487148
966943,356685
966943,9162182
966943,46677
966943,53055
966943,230274
966943,839042
966943,5215493
21217,2768
21217,11524
21217,9120
21217,6287
21217,36032
21217,2292
21217,140883
639842,3778905
639842,3922707
639842,17279
639842,175853
639842,3778953
639842,122159
639842,2998385
639842,1435
35983,8423
35983,176316
35983,173744
35983,8371
35983,70294
35983,364810
35983,7420
35983,23508
178244,35725
178244,171955
178244,144756
178244,73057
1229550,6069545
1229550,1586665
1229550,5813725
1229550,14089415
1229550,112242
1229550,2772578
1229550,134637
1229550,2932821
1229550,12874
2685664,4491683
2685664,1124170
2685664,161400
2685664,151482
2685664,863294
2685664,112775
2685664,943731
2685664,4489045
2685664,956061
3607937,18087
3607937,159971
3607937,9666
3607937,68272
3607937,92718
3607937,30528
3607937,1914
3607937,30132
27358,2768
27358,2973
27358,28561
27358,2003
27358,18794
27358,29831
1348,249198
1348,2973
1348,82925
1348,2768
1348,248189
1348,89094
1348,246306
30706524,3168
30706524,83113
30706524,18709
30706524,30256
30706524,6356
30706524,32949
30706524,30178
30706524,30084
30706524,975691
30706524,30225
30706524,2452675
30706524,46644
45139,177524
45139,76867
45139,107055
45139,24300
45139,112848
45139,2778169
45139,4437662
45139,2397667
45139,405492
45139,1929
33589,1247651
33589,861398
33589,4944
8618,165546
8618,58175
8618,43522
8618,292575
8618,280745
8618,388991
8618,1496224
8618,1496242
8618,179638
8618,1496184
3149861,3026332
3149861,16949
3149861,41595
783,899
783,12144
783,29556
783,29654
667601,272421
667601,21724
667601,230250
667601,1461451
667601,30365
667601,46206
667601,17522
37817659,384288
81361,4750
81361,69063
29838,53679
29838,1995
29838,40040
29838,22869
29838,166843
1673471,85297
1673471,1725723
1673471,3137440
1673471,118556
1673471,207632
1673471,11487
25433,4037
25433,9308
25433,17386
719911,58100
719911,2798
719911,1312
719911,24813
719911,2777
719911,45308
719911,8622
719911,12559
719911,2142720
719911,2563
719911,60881
719911,629
719911,2528
719911,332
719911,6305
719911,11539
719911,6952
719911,7015
719911,2796
719911,16787450
719911,2727
719911,3038
13736167,2127109
13736167,89424
13736167,18357
13736167,66406
657682,6081
657682,61333
657682,53055
657682,388525
30741795,2452675
30741795,50163
30741795,83113
30741795,77382
30741795,18303
30741795,40870
30741795,30333
30741795,11318
30741795,1199674
30741795,78463
30741795,119565
30741795,30256
30741795,18365
30741795,975691
30741795,81790
19339193,1535906
19339193,326007
19339193,436032
19339193,4915
19339193,35778
19339193,210185
19339193,33490
19961,280745
19961,114274
19961,1181141
19961,30100
19961,2926621
19961,179638
144171,7199141
144171,24686
144171,578410
144171,578288
144171,6404
5079506,986678
5079506,559925
5079506,10405
5079506,39073
5079506,66381
5079506,18357
3463364,20522
3463364,1124170
894013,919221
894013,36151
894013,566579
894013,83741
217226,105746
217226,952580
217226,11487
217226,5259
217226,357182
217226,154433
14579,705256
14579,341096
14579,89352
14579,1738
14579,111282
14579,55666
20076,6356
20076,3037
20076,2052
20076,83345
20076,1044
25734,1204989
25734,913900
25734,45321
25734,18308
25734,61974
25734,76661
25734,22588
25734,62093
25734,84455
25734,76780
25734,76656
25734,2560
25734,9141
25734,17890
16743,7408
16743,18644
16743,27418
16743,593627
16743,18285
16743,31438
16743,2454
16743,1597
21113831,387870
21113831,1509997
21113831,4110928
21113831,4110926
21113831,4858
21113831,1216563
21113831,2286855
21113831,1383524
21113831,387126
21113831,946757
23745,1435
23745,450827
23745,39702
23745,69814
5622007,1158
5622007,2563
5622007,1312
5622007,6515574
5622007,7390097
5622007,1198882
5622007,15345
5622007,46249
5622007,114427
5622007,8179
5622007,27862
5622007,178880
25821,8767
25821,1021857
25821,870827
25821,111223
25821,12442
5179207,37266
5179207,1217776
5179207,15061238
5179207,1608
5179207,1534022
5179207,1039822
5179207,4655110
5179207,498132
5179207,92557
5179207,98611
5179207,1034328
25473,8513
25473,104120
25473,16692
25473,17386
25473,165192
44275267,280626
44275267,245890
44275267,36935
44275267,29396
44275267,119760
44275267,20936
80103,51175
80103,17923
80103,85368
80103,17704
80103,53687
80103,15659
19457,289107
19457,2973
19457,504978
19457,18441
19457,77542
19457,83802
19283335,5346
19283335,9308
16749,42203
16749,601562
16749,318758
16749,284758
19001,3547
9209651,383
9209651,336
9209651,15567
9209651,3192
9209651,14682
5898214,2811973
5898214,3582189
5898214,22944
5898214,251235
5898214,380066
5898214,650381
21473,207249
21473,30446
21473,24545
21473,6528
21473,37470
21473,27536
21473,14962
21473,35597
3354,111991
3354,565193
3354,87642
3354,125625
3354,8066
3354,127733
11986,2009745
11986,1452636
11986,245796
11986,427589
2377,444914
2377,445607
2052702,299792
2052702,14698
2052702,3778905
24437894,17822
24437894,17807
24437894,366035
24437894,17775
5326,474503
5326,103965
5326,103655
5326,395217
5326,34574
670910,357843
670910,9534
670910,102470
670910,3463
670910,1869118
670910,346343
670910,72369
670910,6476
670910,15775
670910,280
670910,102636
670910,104510
14914,18645
14914,5963
14914,41622
14914,57543
14914,8767
14914,89565
14914,149743
14560,18283
14560,68901
14560,1034602
14560,147464
14560,46798
5905720,230250
5905720,3347868
5905720,840778
5905720,3511067
5905720,5903968
5905720,24262
5905720,6469437
22093,4278
22093,1982
22093,24640
22093,22862
22093,5079
37313,33677
37313,33228
37313,3804875
37313,115451
37313,39668
947583,14742
947583,17522
947583,272421
947583,18181
947583,230250
3138,136488
3138,19142
3138,47377
3138,10017
3138,54914
3138,104244
31750,639995
31750,8536
31750,30855
31750,276691
31750,99056
31750,52997
31750,150593
31750,7613
31750,48669
1355448,2768
1355448,277397
1355448,3374397
1355448,452659
1355448,1581492
1355448,1281118
1355448,341833
1355448,35837
45661106,11487
45661106,46249
45661106,363560
45661106,10654122
45661106,23499
45661106,33623
2162222,6396
2162222,2768
2162222,53687
2162222,369187
7907317,415155
7907317,48103
7907317,1066
7907317,15124
7907317,89446
7515964,2558257
7515964,1982
7515964,132358
7515964,2768
7515964,2973
7515964,2558305
7515964,1476967
7515964,29524
1273596,16817
1273596,120940
1273596,90418
1273596,894404
1273596,17822
34598,17633
34598,12236
34598,176316
34598,176082
97218,393022
97218,2935821
97218,303246
97218,2937108
97218,10497
97218,4915
97218,447453
97218,54856
97218,447518
97218,672070
97218,446737
97218,447832
3343,58433
3343,2768
3343,20868
3343,2973
3343,218586
3343,156136
3343,7428
7412236,30256
7412236,57399
19117026,5316565
19117026,34972650
19117026,9246193
19117026,2768
19117026,42927
19117026,718922
46313,25554
46313,2768
46313,154433
46313,341379
36517,1293433
36517,736700
36517,3180
36517,52076
36517,1293537
36517,3054
36517,164195
36517,1309339
36517,772928
36517,87131
36517,282741
702117,164016
702117,164213
702117,6081
702117,16949
702117,24361
702117,103808
702117,253912
720156,3092
720156,629
720156,2563
720156,74623
720156,29060
720156,2246
720156,6305
720156,45308
720156,12958
720156,32339
720156,60881
720156,3021
720156,6450
720156,2142720
720156,6124
720156,2528
720156,332
720156,1312
720156,3038
720156,6952
720156,16787450
720156,12559
720156,7015
720156,2796
720156,2727
37556,20116
37556,4457
37556,3043844
37556,604
37556,3896
37556,3860
37556,27514
37556,3547
37556,4846
37556,4037
2222596,18760
2222596,11360905
2222596,11360912
2222596,12409176
2222596,23691225
2222596,11360950
2222596,11361081
2222596,11361094
2222596,2309759
2222596,5282737
2222596,2727
2222596,1297172
2222596,49983
2222596,20047492
2222596,6032384
2222596,11361155
2222596,11360918
2222596,19592865
2222596,11360883
2222596,2003
325329,28227
325329,297518
325329,17492
325329,9308
325329,35344
325329,46331
325329,77893
325329,14682
69880,39146
69880,2608
69880,383
69880,9308
69880,81150
69880,6356
168715,32107
168715,1586
168715,10221790
168715,4066635
168715,1932
168715,35045
168715,147040
168715,186601
168715,48504
168715,118381
7738,1319883
7738,7420
7738,238570
7738,621223
7738,337028
7738,138496
7738,207019
7738,336976
7738,285594
7738,26461
7738,4846
7738,67009
7738,17814
7738,6421
29487240,24274388
29487240,10262500
29487240,9095584
29487240,388919
29487240,8659979
29487240,3861958
29487240,12914461
29487240,10478246
29487240,1066290
29487240,1105738
29487240,8616912
29487240,10260454
37032,569252
37032,24112
37032,679128
37032,1400595
37032,8226
37032,1153481
37032,74768
37032,35253
37032,245527
3504698,6179
3504698,4551
3504698,16611
3504698,590601
3504698,12967548
3504698,118556
3504698,22187
3504698,7145
3504698,577853
161515,276751
161515,1133624
161515,5271694
161515,35985
161515,12950
161515,164223
161515,154052
161515,144756
161515,73057
652402,76027
652402,475966
652402,476781
652402,185430
652402,175775
652402,164151
3703446,3095
3703446,31598
3703446,6421
3703446,1777
1204377,3923208
1204377,956554
1204377,20194396
1204377,6715
1204377,47597
1204377,347651
1204377,12272
1204377,2770775
1204377,2252251
18562,23140
18562,1316703
12731,3054
12731,3180
12731,121415
12731,17923
12731,92533
12731,11467
12731,21733
12731,58112
12731,18357
10292532,3778905
10292532,221723
10292532,84752
31045316,1130
31045316,192469
31045316,2415
31045316,93001
5042862,62093
5042862,9141
5042862,61974
5042862,70038
5042862,7014
5042862,55542
1213838,6052790
1213838,517846
1213838,41012
1213838,203057
1213838,22944
1213838,21816
1213838,103808
1213838,2457332
168540,7945
168540,9277323
168540,29617
168540,919221
168540,2059
32706,159412
32706,16830
32706,25733
32706,5259
32706,53461
32706,225183
32706,6412
32706,127879
32706,903
1902036,1228657
1902036,1847751
1902036,11706026
1902036,22729205
1902036,3404311
1902036,8045
1902036,6302012
1902036,2007003
1902036,3393667
1902036,190507
1902036,2438052
1902036,17483
42734,5690260
42734,19836
42734,2181192
42734,141081
42734,359044
42734,5690127
42734,312864
42734,3108
42734,1332575
42734,7353
42734,90636
42734,37907
42734,392160
42734,21357
15808914,28520
15808914,5604
15808914,29382
15808914,30463
15808914,28151
15808914,175860
15808914,49481
15808914,94789
15808914,245790
15808914,95829
15808914,9998
15808914,29461
15808914,29217
838950,334706
838950,18146382
838950,11340
838950,18146225
838950,3591935
838950,112276
838950,333847
838950,333697
838950,7118481
838950,33184
8024324,3347795
8024324,321359
8024324,4646775
8024324,30686345
8024324,946201
8024324,4333618
8024324,840552
8024324,962873
8024324,236014
8024324,260126
8024324,17454
8024324,634251
8024324,1250828
7954681,6966
7954681,906677
7954681,2003
7954681,820837
7954681,340962
4391,765148
4391,763828
4391,12394
4391,762596
4391,763003
4391,762332
4391,762204
4391,764485
39120733,15411
39120733,21512
39120733,43946
39120733,66809
39120733,8918
39120733,60813
39120733,18110
39120733,37135
39120733,46650
39120733,24237
39120733,167661
39120733,35392
39120733,422484
39120733,18303
15613,3375
15613,456807
15613,2768
15613,20915
15613,2204
15613,145010
15613,19142
15613,887485
11633375,51191
11633375,193213
11633375,1007638
11633375,32442980
11633375,662594
11633375,326161
11633375,4551
11633375,923531
13913,33241
13913,1107
13913,110852
13913,518795
13913,77104
13913,18058
13913,390742
13913,200426
13913,15124
13913,1943
13913,854348
13913,193890
13913,24335
11762000,33062
11762000,2330
11762000,70712
11762000,190507
11762000,112634
11762000,23109
11762000,116455
13919,240102
13919,2308295
13919,193890
13919,136189
13919,110852
13919,35597
13919,275528
13919,90273
13919,192949
13919,2308534
13919,87229
13919,97185
21211,1982
21211,47377
21211,3078
1678965,1251600
1678965,1297623
1678965,1251595
1678965,413639
1678965,2672153
1678965,21761
1678965,21760
1678965,2114
1678965,5751992
1678965,517846
140332,166843
140332,26780
140332,53055
140332,1581745
140332,749007
140332,1202434
140332,1817725
140332,39381
140332,40040
140332,22869
349303,2768
349303,2973
349303,97862
12124974,74788
12124974,1744064
12124974,69539
12124974,69814
12124974,7015
12124974,1123174
12124974,425996
12124974,812282
12124974,115670
12124974,2563
12124974,1312
14498090,468811
14498090,125518
14498090,576419
14498090,7994
14498090,498967
771,2768
771,106902
771,18156
771,9308
771,83467
771,14762
1078,3475
1078,12843
1078,18058
1078,1044
1078,97291
1078,64277
1078,33241
1078,15124
9334,1982
9334,2768
9334,2973
9334,407672
9334,20267
9334,74343
7650157,2072025
7650157,157311
7650157,6608986
7650157,2996690
7650157,73057
11388236,27480
11388236,191864
11388236,39902
11388236,75935
11388236,85415
438904,369187
438904,175775
438904,94047
438904,185430
438904,476781
438904,476866
18524,609
18524,23173
18524,119236
18524,580570
18524,104560
18524,366095
3245628,467701
3245628,1106273
3245628,2799980
3245628,1034328
3245628,1206
3245628,280234
3245628,3476582
3245628,573562
719923,74623
719923,2798
719923,1312
719923,45308
719923,2936
719923,8622
719923,58100
719923,2777
719923,24813
719923,2563
719923,11539
